week,ruralpop,ruraldeaths,ruraldeathrate,urbanpop,urbandeaths,urbandeathrate,excessdeathsYN,excessdeath%,ruralicubedsavg,urbanicubedsavg,ruralicuoccupancy,urbanicuoccupancy,ruralinptbeds,urbaninptbeds
3/1/2020,6139339.0,0.0,0.0,4987417.0,0.0,0.0,false,0.0,,,,,,
3/8/2020,6139339.0,0.0,0.0,4987417.0,0.0,0.0,false,1.62640130907321,,,,,21.0,
3/15/2020,6139339.0,1.0,0.016288398474167985,4987417.0,1.0,0.020050458985081857,false,0.0,,,,,21.0,
3/22/2020,6139339.0,13.0,0.2117491801641838,4987417.0,9.0,0.18045413086573672,false,0.0,,,,,15.0,
3/29/2020,6139339.0,23.0,0.3746331649058636,4987417.0,19.0,0.3809587207165553,false,0.139862981251735,,,,,19.695454545454545,90.76923076923077
4/5/2020,6139339.0,46.0,0.7492663298117272,4987417.0,46.0,0.9223211133137653,false,3.24840329897899,,,,,22.047619047619047,105.25
4/12/2020,6139339.0,81.0,1.3193602764076067,4987417.0,81.0,1.6240871777916306,false,5.18229329220477,,,,,20.39047619047619,149.08194444444445
4/19/2020,6139339.0,144.0,2.3455293802801895,4987417.0,144.0,2.8872660938517876,true,7.64916395243583,,,,,20.55348837209302,147.87260273972606
4/26/2020,6139339.0,150.0,2.4432597711251978,4987417.0,150.0,3.0075688477622786,true,17.0939661965026,,,,,20.927906976744186,145.4356164383561
5/3/2020,6139339.0,176.0,2.8667581314535653,4987417.0,168.0,3.368477109493752,true,21.0787867123547,,,,,21.302325581395348,144.92465753424656
5/10/2020,6139339.0,150.0,2.4432597711251978,4987417.0,142.0,2.847165175881624,true,23.4152525222335,,,,,21.132558139534883,143.63108108108105
5/17/2020,6139339.0,168.0,2.7364509436602216,4987417.0,158.0,3.1679725196429334,true,17.0081609365554,,,,,21.12093023255814,147.0657534246575
5/24/2020,6139339.0,161.0,2.6224321543410456,4987417.0,155.0,3.107821142687688,true,18.1773323377761,,,,,21.151162790697676,152.95342465753424
5/31/2020,6139339.0,149.0,2.4269713726510296,4987417.0,141.0,2.8271147168965416,true,21.0735795554744,,,,,21.12558139534884,151.41780821917808
